Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
BxR-55 Battler,2708806099,"""6917529866574384388""",keep,Legendary,Pulse Rifle,30th,Energy,Solar,1805,,Handling,10,Vault,true,false,4,15,,85,85,23,55,20,0,0,74,450,63,35,81,0,0,0,0,0,0,0,0,0,17,false,0,381,,,,Legacy PR-55 Frame*,Corkscrew Rifling,Hammer-Forged Rifling*,Steady Rounds*,Flared Magwell,Perpetual Motion*,Incandescent*,Counterbalance Stock*,Masterworked: Handling*,Hot Swap*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Half-Truths,3257091166,"""6917529866589236131""",keep,Legendary,Sword,30th,Power,Arc,1810,,Impact,10,Vault,true,false,4,15,,0,0,68,0,0,0,0,0,0,0,63,0,0,0,0,20,40,0,40,40,0,0,false,0,61,,Mactics' Fallen Sunstar Warlock,,Adaptive Frame*,Hungry Edge,Enduring Blade,Jagged Edge*,Balanced Guard*,Heavy Guard,Relentless Strikes*,Eager Edge*,Backup Mag*,Masterworked: Impact*,Hot Swap*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,
Forensic Nightmare,1526296434,"""6917529866589242041""",keep,Legendary,Submachine Gun,enclave,KineticSlot,Stasis,1730,,Stability,10,Vault,true,false,5,16,,91,52,25,57,14,0,0,58,600,19,27,38,0,0,0,0,0,0,0,0,0,23,true,31,1577,,,,Precision Frame*,Fluted Barrel*,High-Caliber Rounds*,Perpetual Motion Enhanced*,Headstone*,*,Psychohack*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
The Third Axiom,4156253727,"""6917529867424974872""",keep,Legendary,Pulse Rifle,strikes,Energy,Arc,1600,,Stability,2,Vault,true,false,4,13,,74,66,29,69,18,0,0,47,390,46,36,42,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Full Bore*,Polygonal Rifling,High-Caliber Rounds*,Ricochet Rounds,Rangefinder*,Quickdraw,Multikill Clip*,Tier 2: Stability*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,,
Prolonged Engagement,2349907931,"""6917529867424980686""",keep,Legendary,Submachine Gun,strikes,KineticSlot,Stasis,1600,,Reload Speed,3,Vault,true,false,5,19,,85,55,15,45,14,0,0,36,900,32,36,63,0,0,0,0,0,0,0,0,0,21,false,0,0,veist,,,Lightweight Frame*,Full Bore*,Smallbore,High-Caliber Rounds*,Light Mag,Dynamic Sway Reduction*,Subsistence,Adagio*,Tier 3: Reload Speed*,Vanguard's Vindication*,Veist Stinger,Kill Tracker*,Crucible Tracker,,,,,,
Gallu RR3,617501162,"""6917529868196965639""",keep,Legendary,Sniper Rifle,legendaryengram,Energy,Arc,1787,,Stability,3,Vault,true,false,5,17,,100,61,70,58,40,0,0,45,90,37,4,48,0,0,0,0,0,0,0,0,0,2,false,0,0,omolon,,,Adaptive Frame*,Arrowhead Brake*,Corkscrew Rifling,Accurized Rounds*,Extended Mag,Overflow*,Dragonfly*,Tier 3: Stability*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,,
Xenoclast IV,2891672170,"""6917529868210303040""",keep,Legendary,Shotgun,strikes,Energy,Arc,1810,,Stability,10,Vault,true,false,4,12,,57,44,65,52,12,0,0,55,80,64,8,66,0,0,0,0,0,0,0,0,0,2,false,0,130,,#a-cowl #12punch #,,Lightweight Frame*,Rifled Barrel,Smallbore*,Tactical Mag*,Extended Mag,Auto-Loading Holster*,One-Two Punch*,Coronal Bloom*,Backup Mag*,Masterworked: Stability*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,
Out of Bounds,2988121501,"""6917529868216572499""",,Legendary,Submachine Gun,crucible,Energy,Arc,1600,,Range,2,Vault,true,false,5,18,,95,55,15,44,14,0,0,48,900,28,36,72,0,0,0,0,0,0,0,0,0,23,false,0,0,omolon,,,Lightweight Frame*,Corkscrew Rifling*,Full Bore,High-Caliber Rounds*,Ricochet Rounds,Threat Detector*,Pulse Monitor,Fragile Focus*,Well-Rounded,Tier 2: Range*,One Quiet Moment*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Survivor's Epitaph,310708513,"""6917529868216579055""",keep,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1800,,Stability,1,Vault,true,false,4,14,,93,74,78,42,14,0,0,62,180,60,12,33,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Extended Barrel*,Polygonal Rifling,Flared Magwell*,Light Mag,Feeding Frenzy*,Killing Wind,Moving Target,Frenzy*,Tier 1: Stability*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,
Bump in the Night,1959650777,"""6917529868411100413""",keep,Legendary,Rocket Launcher,haunted,Power,Stasis,1600,,Handling,1,Vault,true,false,5,17,,74,33,0,0,20,15,84,3,25,88,1,20,0,0,0,0,0,0,0,0,0,7,false,0,0,,,,Aggressive Frame*,Hard Launch*,Linear Compensator,Alloy Casing*,Implosion Rounds,Stats for All*,Chain Reaction*,Tier 1: Handling*,Extrovert*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Deepsight Resonance*,Empty Weapon Level Boost Socket*,,,,,
Delicate Tomb,374573733,"""6917529868489457168""",keep,Exotic,Fusion Rifle,,Energy,Arc,1750,,,,Vault,true,false,5,18,,95,35,60,29,15,0,0,37,0,48,6,86,500,0,0,0,0,0,0,0,0,6,false,0,0,,,,Traitor's Vessel*,Fluted Barrel*,Liquid Coils*,Tempest Cascade*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Verglas Curve,3659414143,"""6917529868978990016""",,Exotic,Combat Bow,seasonpass,KineticSlot,Stasis,1809,,,10,Vault,true,false,6,20,,60,83,68,0,18,0,0,63,0,60,0,72,0,580,53,0,0,0,0,0,0,20,false,0,1501,,,,Hail Barrage*,Natural String*,Straight Fletching*,Hail Storm*,Heritance of the Thaw*,Kill Tracker*,Crucible Tracker,Verglas Curve Catalyst*,,,,,,,,,,,
Retold Tale,346136302,"""6917529869183650614""",,Legendary,Shotgun,dreaming,Energy,Void,1600,,Range,2,Vault,true,false,4,13,,64,75,70,92,12,0,0,45,65,41,6,34,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Precision Frame*,Smoothbore*,Corkscrew Rifling,Accurized Rounds*,Light Mag,Quickdraw*,Snapshot Sights*,Tier 2: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Nameless Midnight,996109059,"""6917529869530691761""",keep,Legendary,Scout Rifle,strikes,KineticSlot,Kinetic,1804,,Range,10,Titan(1813),true,false,6,20,,100,62,62,70,20,0,0,38,180,44,16,31,0,0,0,0,0,0,0,0,0,10,false,0,215,,,,Precision Frame*,Extended Barrel*,Smallbore,Accurized Rounds*,Tactical Mag,Perpetual Motion*,Explosive Payload*,Counterbalance Stock*,Masterworked: Range*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,,
Regnant,268260372,"""6917529869663832842""",,Legendary,Grenade Launcher,seasonpass,Power,Void,1807,,Reload Speed,10,Vault,true,false,6,20,,74,61,0,0,13,60,43,37,120,49,4,55,0,0,0,0,0,0,0,0,0,14,false,0,144,,,,Adaptive Frame*,Hard Launch,Quick Launch*,Proximity Grenades,High-Explosive Ordnance*,Auto-Loading Holster*,Explosive Light*,Minor Spec*,Masterworked: Reload Speed*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Contingency Plan,577528837,"""6917529870245785980""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1775,,Handling,7,Vault,true,false,4,15,,83,66,45,25,20,0,0,50,260,36,18,37,0,0,0,0,0,0,0,0,0,10,false,0,24,,,,VEIST Rapid-Fire*,Arrowhead Brake*,Chambered Compensator,Appended Mag,Tactical Mag*,Surplus*,Frenzy*,Taken Spec*,Tier 7: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Basso Ostinato,2573900604,"""6917529871979294392""",,Legendary,Shotgun,neomuna,Energy,Void,1780,,Stability,2,Vault,true,false,6,20,,85,67,65,31,12,0,0,39,140,73,8,45,0,0,0,0,0,0,0,0,0,3,false,0,0,,#a-cowl #12punch #,,Rapid-Fire Frame*,Rifled Barrel,Corkscrew Rifling*,Tactical Mag*,Steady Rounds,Envious Assassin*,One-Two Punch*,Counterbalance Stock*,Tier 2: Stability*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,,,
Winterbite,3118061004,"""6917529874210797367""",,Exotic,Glaive,neomuna,Power,Stasis,1810,,,,Vault,true,false,6,20,,0,81,95,85,0,0,0,0,45,5,3,0,0,0,0,0,0,0,0,0,39,10,false,0,242,,,,Big Frigid Glaive*,Supercooled Accelerator*,Alloy Magazine*,Weighted Edge*,Tilting at Windmills*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Caretaker,2508948099,"""6917529875412218359""",,Legendary,Sword,seasonpass,Power,Solar,1810,,Impact,2,Vault,true,false,6,20,,0,0,65,0,0,0,0,0,0,0,56,0,0,0,0,20,80,0,0,40,0,0,false,0,48,,,,Adaptive Frame*,Hungry Edge,Honed Edge,Jagged Edge*,Burst Guard*,Heavy Guard,Duelist's Trance*,Incandescent*,Minor Spec*,Tier 2: Impact*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Mykel's Reverence,231031173,"""6917529875926412068""",,Legendary,Sidearm,nightmare,KineticSlot,Strand,1810,,Range,2,Vault,true,false,6,20,,100,61,35,40,12,0,0,87,450,47,18,48,0,0,0,0,0,0,0,0,0,25,false,0,62,,,,Rapid-Fire Frame*,Chambered Compensator*,Extended Barrel,Extended Mag,Ricochet Rounds*,Rewind Rounds*,Harmony*,Minor Spec*,Tier 2: Range*,Harmonic Resonance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,
Rufus's Fury,484515708,"""6917529875968666521""",,Legendary,Auto Rifle,nightmare,KineticSlot,Strand,1810,,Stability,10,Vault,true,false,6,20,,56,87,18,44,16,0,0,73,720,50,55,46,0,0,0,0,0,0,0,0,0,22,false,0,1235,,#GM #Arms-dealer #,,Rapid-Fire Frame*,Corkscrew Rifling*,Full Bore,High-Caliber Rounds*,Light Mag,Thresh*,Adrenaline Junkie*,Targeting Adjuster*,Masterworked: Stability*,Harmonic Resonance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,
Posterity,3281285075,"""6917529876961704568""",,Legendary,Hand Cannon,deepstonecrypt,Energy,Arc,1733,,Handling,3,Vault,false,false,4,12,,100,79,78,39,14,0,0,70,180,37,17,34,0,0,0,0,0,0,0,0,0,32,false,0,0,,,,Precision Frame*,Chambered Compensator*,Corkscrew Rifling,Extended Mag*,Alloy Magazine,Surplus*,Redirection*,Tier 3: Handling*,Bray Inheritance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Commemoration,4230965989,"""6917529876961710668""",,Legendary,Machine Gun,deepstonecrypt,Power,Void,1810,,Reload Speed,10,Warlock(1816),true,true,4,12,,80,64,41,58,16,0,0,65,450,73,64,72,0,0,0,0,0,0,0,0,0,18,false,0,1893,,"Mactics' Strand Osteo Warlock, Equipped 24/06/2023, 01:41:38, #a-cowl #12punch #",,Adaptive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Accurized Rounds,Tactical Mag*,Dragonfly*,Repulsor Brace*,Major Spec*,Masterworked: Reload Speed*,Bray Inheritance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,
Senuna SI6,5159537,"""6917529877289664797""",,Legendary,Sidearm,legendaryengram,KineticSlot,Stasis,1791,,Range,1,Vault,true,false,6,20,,84,67,75,36,12,0,0,87,491,29,30,64,0,0,0,0,0,0,0,0,0,22,false,0,0,omolon,,,Omolon Adaptive Frame*,Fluted Barrel*,Smallbore,High-Caliber Rounds*,Light Mag,Envious Assassin*,Elemental Capacitor*,Tier 1: Range*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,,
Synchronic Roulette,811403305,"""6917529879473144910""",,Legendary,Submachine Gun,neomuna,KineticSlot,Strand,1810,,Handling,10,Warlock(1816),true,false,6,20,,100,52,25,53,14,0,0,59,600,19,26,27,0,0,0,0,0,0,0,0,0,18,false,0,325,,"Mactics' Fallen Sunstar Warlock, Nez Strand Graviton, Mactics' Strand Osteo Warlock",,Precision Frame*,Chambered Compensator*,Full Bore,Ricochet Rounds*,Flared Magwell,Under Pressure*,Hatchling*,Minor Spec*,Masterworked: Handling*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,,,
Autumn Wind,3110377595,"""6917529882195834487""",,Legendary,Pulse Rifle,crucible,KineticSlot,Kinetic,1800,,Range,1,Vault,true,false,6,20,,63,85,23,53,17,0,0,47,540,34,37,20,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Rapid-Fire Frame*,Full Bore*,Smallbore,Extended Mag,Ricochet Rounds*,Killing Wind*,Headseeker*,Targeting Adjuster*,Tier 1: Range*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Raconteur,45643573,"""6917529882209559205""",,Legendary,Combat Bow,seasonpass,KineticSlot,Stasis,1810,,Reload Speed,2,Vault,true,false,6,20,,72,64,76,0,18,0,0,43,0,42,0,61,0,612,70,0,0,0,0,0,0,20,false,0,7,,,,Precision Frame*,Agile Bowstring,Elastic String*,Fiberglass Arrow Shaft*,Helical Fletching,Archer's Tempo*,Headstone*,Tier 2: Reload Speed*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Nessa's Oblation,135029084,"""6917529884773732955""",,Legendary,Shotgun,nightmare,Energy,Void,1800,,Range,3,Vault,true,false,6,20,,59,48,70,71,12,0,0,62,65,49,6,69,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Pinpoint Slug Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Steady Rounds*,Accurized Rounds,Fourth Time's the Charm*,Vorpal Weapon*,Tier 3: Range*,Harmonic Resonance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Lubrae's Ruin,2534546147,"""6917529884851540456""",,Legendary,Glaive,votd,Energy,Solar,1800,,"Shield Duration, Charge Time",3,Vault,false,false,5,16,,0,72,80,55,0,0,0,0,55,25,6,40,0,0,0,0,0,0,0,0,43,21,false,0,0,,,,Adaptive Glaive*,Supercooled Accelerator*,Tempered Truss Rod,Extended Mag*,Light Mag,Immovable Object*,Bait and Switch*,Tier 3: Shield Duration*,Souldrinker*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Forbearance,613334176,"""6917529884873730306""",,Legendary,Grenade Launcher,votd,Energy,Arc,1800,,Reload Speed,1,Vault,true,false,5,16,,100,79,0,0,13,100,84,37,72,82,1,80,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Wave Frame*,Countermass*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Surplus*,Chain Reaction*,Tier 1: Reload Speed*,Souldrinker*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Deepsight Resonance*,Empty Weapon Level Boost Socket*,,,,,
Koraxis's Distress,2972949637,"""6917529886453988087""",,Legendary,Grenade Launcher,nightmare,Power,Strand,1807,,Blast Radius,1,Vault,true,false,6,20,,75,36,0,0,13,31,48,52,150,28,5,25,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Rapid-Fire Frame*,Confined Launch*,Quick Launch,Spike Grenades*,Augmented Drum,Envious Assassin*,Full Court*,Tier 1: Blast Radius*,Harmonic Resonance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Acasia's Dejection,1471212226,"""6917529886498669318""",,Legendary,Trace Rifle,nightmare,Energy,Solar,1810,,Range,10,Titan(1813),true,true,6,20,,96,100,6,94,16,0,0,80,1000,53,104,54,0,0,0,0,0,0,0,0,0,13,false,0,278,,,,Adaptive Frame*,Full Bore*,Polygonal Rifling,Particle Repeater*,Projection Fuse,Field Prep*,Incandescent*,Backup Mag*,Masterworked: Range*,Harmonic Resonance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,
Royal Executioner,1720503118,"""6917529886965793306""",,Legendary,Fusion Rifle,seasonpass,Energy,Solar,1810,,"Charge Time, Impact",2,Vault,true,false,6,20,,88,43,64,31,15,0,0,35,0,32,6,40,652,0,0,0,0,0,0,0,0,6,false,0,1,,Strand Solar hybrid build suspend and burn!,,Adaptive Frame*,Arrowhead Brake*,Fluted Barrel,Accelerated Coils*,Particle Repeater,Grave Robber*,Incandescent*,Tier 2: Charge Time*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Grand Overture,1763584999,"""6917529888683449572""",,Exotic,Machine Gun,seasonpass,Power,Arc,1810,,"Handling, Stability",10,Vault,true,false,5,16,,59,60,53,100,17,0,0,100,100,60,70,56,0,0,0,0,0,0,0,0,0,11,false,0,143,,Nez Strand Graviton,,Wrath of the Colossus*,Hammer-Forged Rifling*,Accurized Rounds*,Omega Strike*,Hand-Laid Stock*,Kill Tracker*,Crucible Tracker,Grand Overture Catalyst*,,,,,,,,,,,
Final Warning,3121540812,"""6917529889421392920""",,Exotic,Sidearm,neomuna,KineticSlot,Strand,1809,,,,Vault,true,false,6,20,,60,88,35,45,12,0,0,66,450,48,21,47,1000,0,0,0,0,0,0,0,0,27,false,0,76,,,,All at Once*,Hammer-Forged Rifling*,Flared Magwell*,Pick Your Poison*,Combat Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Dimensional Hypotrochoid,1311684613,"""6917529890758087736""",,Legendary,Grenade Launcher,campaign,Power,Stasis,1800,,Reload Speed,2,Vault,true,false,6,20,,93,63,0,0,13,50,43,50,120,54,5,52,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Countermass*,Hard Launch,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Chain Reaction*,Tier 2: Reload Speed*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
The Number,2492081469,"""6917529890909356527""",,Legendary,Auto Rifle,legendaryengram,Energy,Arc,1788,,Stability,2,Vault,true,false,4,14,,100,44,29,55,20,0,0,42,450,36,33,46,0,0,0,0,0,0,0,0,0,10,false,0,0,omolon,,,Precision Frame*,Arrowhead Brake*,Extended Barrel,Armor-Piercing Rounds*,Light Mag,Threat Detector*,Wellspring*,Freehand Grip*,Tier 2: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Conditional Finality,3371017761,"""6917529890960465143""",,Exotic,Shotgun,nightmare,KineticSlot,Stasis,1800,,,,Vault,true,false,6,20,,70,56,80,30,12,0,0,10,55,66,2,95,0,0,0,0,0,0,0,0,0,4,false,0,26,,,,Split Decision*,Shortened Barrel*,Alloy Magazine*,Paracausal Pellets*,Textured Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Deterministic Chaos,449318888,"""6917529893167954854""",,Exotic,Machine Gun,neomuna,Power,Void,1810,,,,Vault,true,false,6,20,,80,64,70,49,16,0,0,65,360,38,48,49,0,0,0,0,0,0,0,0,0,19,false,0,75,,,,Heavy Metal*,Polygonal Rifling*,Ricochet Rounds*,Vexadecimal*,Composite Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Legal Action II,3409645497,"""6917529894177169606""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Reload Speed,1,Vault,true,false,4,15,,100,32,33,62,22,0,0,53,340,44,31,34,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Arrowhead Brake*,Fluted Barrel,Tactical Mag*,Extended Mag,Feeding Frenzy*,Frenzy*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Wendigo GL3 (Adept),3915197957,"""6917529894485397426""",,Legendary,Grenade Launcher,nightfall,Power,Arc,1810,,Handling,2,Vault,true,false,6,20,,78,66,0,0,13,45,44,38,120,46,6,43,0,0,0,0,0,0,0,0,0,16,false,0,0,omolon,,,Adaptive Frame*,Hard Launch*,Linear Compensator,Spike Grenades*,Augmented Drum,Field Prep*,Steady Hands,Golden Tricorn*,Tier 2: Handling*,Stunning Recovery*,Vanguard's Vindication,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Marsilion-C,867154247,"""6917529894724759305""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1800,,Velocity,1,Titan(1813),true,false,6,20,,78,30,0,0,13,35,48,30,150,22,5,16,0,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Volatile Launch*,Hard Launch,Spike Grenades*,High-Velocity Rounds,Perpetual Motion*,Incandescent*,Tier 1: Velocity*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,,
Iterative Loop,1289796511,"""6917529895013409241""",,Legendary,Fusion Rifle,neomuna,Energy,Arc,1809,,Stability,1,Vault,true,false,6,20,,77,34,55,23,15,0,0,31,0,24,8,62,500,0,0,0,0,0,0,0,0,8,false,0,0,,Mactics' Fallen Sunstar Warlock,,Rapid-Fire Frame*,Arrowhead Brake*,Full Bore,Ionized Battery*,Particle Repeater,Well-Rounded*,Voltshot*,Tier 1: Stability*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Circular Logic,2187717691,"""6917529895372776397""",,Legendary,Machine Gun,neomuna,Power,Strand,1810,,Range,10,Warlock(1816),true,false,6,20,,80,59,41,62,16,0,0,50,450,50,53,58,0,0,0,0,0,0,0,0,0,11,false,0,396,,"Nez Strand Graviton, Mactics' Strand Osteo Warlock, #GM #Arms-dealer #",,Adaptive Frame*,Full Bore,Smallbore*,Extended Mag,Ricochet Rounds*,Feeding Frenzy*,Target Lock*,Boss Spec*,Masterworked: Range*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,,,
Round Robin,2034215657,"""6917529895394098816""",,Legendary,Hand Cannon,neomuna,KineticSlot,Strand,1800,,Range,2,Vault,true,false,6,20,,100,63,92,58,14,0,0,35,120,37,8,19,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Polygonal Rifling,Alloy Magazine,Flared Magwell*,Keep Away*,Hatchling*,Targeting Adjuster*,Tier 2: Range*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,
Battle Scar,2099894368,"""6917529895421376764""",keep,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Kinetic,1810,,Range,10,Hunter(1814),true,true,6,20,,54,72,27,48,17,0,0,49,450,56,31,81,0,0,0,0,0,0,0,0,0,15,false,0,157,,Mactics' Fallen Sunstar Warlock,,Lightweight Frame*,Fluted Barrel*,Smallbore,Accurized Rounds*,Appended Mag,Perpetual Motion*,Kinetic Tremors*,Targeting Adjuster*,Masterworked: Range*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,
The Vision,2414141462,"""6917529895451373675""",,Legendary,Sidearm,legendaryengram,Energy,Arc,1810,,Handling,3,Vault,true,false,4,14,,100,70,75,30,12,0,0,95,491,42,30,63,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Omolon Adaptive Frame*,Control SAS*,Tactic SAS,Tactical Mag*,Flared Magwell,Grave Robber*,Disruption Break*,Counterbalance Stock*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Volta Bracket,3920310144,"""6917529895617505900""",,Legendary,Sniper Rifle,campaign,KineticSlot,Strand,1800,,Stability,3,Vault,true,false,6,20,,76,43,90,87,50,0,0,31,72,28,3,29,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Smallbore,Accurized Rounds*,Tactical Mag,Triple Tap*,Explosive Payload*,Tier 3: Stability*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Lunulata-4b,2513965917,"""6917529895621868111""",,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1800,,Handling,3,Vault,true,false,5,17,,49,82,68,0,18,0,0,69,0,60,0,70,0,540,30,0,0,0,0,0,0,7,false,0,0,veist,,,Lightweight Frame*,Agile Bowstring,Polymer String*,Carbon Arrow Shaft*,Fiberglass Arrow Shaft,Steady Hands*,Headstone*,Tier 3: Handling*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,,
The Title,3559361670,"""6917529896268428605""",,Legendary,Submachine Gun,events,Energy,Void,1810,,Range,10,Vault,true,false,6,20,Guardian Games,85,37,22,62,15,0,0,37,720,23,28,48,0,0,0,0,0,0,0,0,0,21,false,0,409,hakke,#1 NEW gryfalcon's #invisible #volatile #,,Aggressive Frame*,Arrowhead Brake,Smallbore*,Ricochet Rounds*,Light Mag,Envious Assassin,Perpetual Motion*,Repulsor Brace*,Rangefinder,Targeting Adjuster*,Masterworked: Range*,Classy Contender*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,,,,
Retrofit Escapade,3103325054,"""6917529896455055794""",,Legendary,Machine Gun,seasonpass,Power,Void,1810,,,,Hunter(1814),true,false,5,19,,65,70,25,33,16,0,0,44,900,67,77,46,0,0,0,0,0,0,0,0,0,12,true,4,1418,suros,#1 NEW gryfalcon's #invisible #volatile #,,Rapid-Fire Frame*,Extended Barrel*,Alloy Magazine*,Zen Moment*,Frenzy*,Minor Spec*,*,Ambush*,Suros Synergy,Nightfall Memento Tracker*,Kill Tracker,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
